,Link,Team,g,Conference,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G10T12016,https://www.sports-reference.com/cfb/schools/louisiana-tech/2016.html,Louisiana Tech,13,CUSA (West Division),8,0.6153846153846154,3.39,-4.82,23.1,35.3,65.4,274.7,2.4,420.9,5.8,24.0,6.4,1.3,44.01538461538461,32.723076923076924,25.66153846153846,38.707692307692305,0.6629570747217806,359.89230769230767,3.0307692307692307,28.800000000000004,156.4923076923077,5.433760683760683,-4.507692307692308,68.04615384615386,516.276923076923,7.587158037531085,25.184615384615388,5.184615384615384,1.2153846153846155
G10T22016,https://www.sports-reference.com/cfb/schools/navy/2016.html,Navy,13,American (West Division),9,0.6923076923076923,3.59,-0.84,19.1,29.5,64.6,254.1,2.1,434.0,6.3,21.9,4.3,1.3,37.353846153846156,29.692307692307693,6.569230769230769,11.246153846153847,0.5841313269493843,125.72307692307692,0.5692307692307692,55.93846153846153,311.9538461538462,5.576732673267328,-18.338461538461537,64.33846153846153,437.6769230769231,6.802725968436157,20.584615384615383,2.5538461538461537,1.1076923076923078
G11T12016,https://www.sports-reference.com/cfb/schools/old-dominion/2016.html,Old Dominion,12,CUSA (East Division),9,0.75,1.11,-6.51,18.8,32.2,58.6,226.8,1.6,383.9,5.4,21.4,5.2,1.8,36.025,27.799999999999997,17.391666666666666,29.533333333333335,0.588882618510158,237.83333333333334,2.35,40.041666666666664,196.03333333333333,4.89573361082206,-14.891666666666666,67.88333333333334,433.86666666666673,6.391357721581144,21.083333333333332,5.108333333333333,0.7833333333333333
G11T22016,https://www.sports-reference.com/cfb/schools/eastern-michigan/2016.html,Eastern Michigan,12,MAC (West Division),7,0.5833333333333334,-4.3,-4.07,21.5,35.5,60.5,265.2,1.9,432.7,5.8,23.9,5.6,1.8,30.400000000000002,30.283333333333335,23.61666666666667,39.30833333333333,0.600805596777613,295.77500000000003,1.8916666666666666,36.05833333333333,158.19166666666663,4.387104229258146,-12.433333333333332,76.11666666666666,453.96666666666664,5.964090212393256,22.908333333333335,6.033333333333332,1.866666666666667
G12T12016,https://www.sports-reference.com/cfb/schools/troy/2016.html,Troy,12,Sun Belt,9,0.75,4.1,-4.67,19.5,37.1,52.7,246.4,1.5,366.5,5.0,19.2,7.6,2.3,34.175000000000004,22.025000000000002,24.216666666666665,37.53333333333333,0.6452042628774423,262.625,1.9749999999999999,36.99166666666667,176.04999999999998,4.75917999549448,-4.866666666666666,75.46666666666667,438.56666666666666,5.811395759717314,23.608333333333334,6.866666666666666,1.5666666666666667
G12T22016,https://www.sports-reference.com/cfb/schools/ohio/2016.html,Ohio,13,MAC (East Division),8,0.6153846153846154,-1.99,-5.56,22.0,34.9,63.0,255.8,1.8,360.2,5.1,19.1,6.5,1.9,26.553846153846152,22.184615384615388,17.507692307692306,31.600000000000005,0.5540408958130476,217.43076923076922,1.5692307692307694,38.276923076923076,174.92307692307693,4.569935691318328,-4.707692307692308,71.18461538461537,392.3538461538461,5.511778690296089,20.738461538461536,5.646153846153846,1.5538461538461539
G13T12016,https://www.sports-reference.com/cfb/schools/hawaii/2016.html,Hawaii,13,MWC (West Division),6,0.46153846153846156,-6.44,-3.44,17.6,28.1,62.6,227.4,2.1,461.6,6.4,23.9,6.9,1.2,26.476923076923075,37.47692307692307,18.199999999999996,31.323076923076922,0.5810412573673869,222.30769230769232,1.6307692307692307,34.338461538461544,160.63076923076926,4.677867383512545,-13.830769230769231,64.81538461538463,382.9384615384615,5.9081414668882015,18.861538461538462,8.092307692307694,1.9384615384615385
G13T22016,https://www.sports-reference.com/cfb/schools/middle-tennessee-state/2016.html,Middle Tennessee State,12,CUSA (East Division),8,0.6666666666666666,-5.53,-6.99,22.0,37.8,58.2,250.8,1.8,449.5,5.5,24.5,6.1,1.5,40.09166666666667,34.449999999999996,26.533333333333335,42.11666666666667,0.629996042738425,316.95000000000005,2.9166666666666665,30.416666666666668,199.04999999999998,6.544109589041095,-7.0,74.86666666666666,516.1083333333333,6.893699910952805,24.450000000000003,5.75,1.4833333333333334
G14T12016,https://www.sports-reference.com/cfb/schools/boston-college/2016.html,Boston College,12,ACC (Atlantic Division),6,0.5,0.58,0.5,16.4,29.3,55.9,205.6,2.2,314.2,5.1,15.5,5.6,2.1,19.099999999999998,24.583333333333332,11.541666666666666,22.783333333333335,0.5065837600585222,141.53333333333333,0.9416666666666668,45.208333333333336,146.775,3.246635944700461,-13.450000000000001,65.575,288.2,4.394967594357605,14.458333333333334,6.9750000000000005,1.4583333333333333
G14T22016,https://www.sports-reference.com/cfb/schools/maryland/2016.html,Maryland,12,Big Ten (East Division),6,0.5,0.07,1.6,17.0,30.3,56.1,212.3,1.5,427.1,5.7,23.0,6.2,0.9,25.450000000000003,28.958333333333332,15.108333333333333,25.575000000000003,0.5907461713913326,173.96666666666667,1.1333333333333333,41.5,205.45833333333334,4.9508032128514055,-8.5,67.15833333333333,379.53333333333336,5.651321503908674,18.3,6.449999999999999,1.2916666666666667
G15T12016,https://www.sports-reference.com/cfb/schools/mississippi-state/2016.html,Mississippi State,12,SEC (West Division),5,0.4166666666666667,1.68,2.76,22.4,36.3,61.7,281.5,2.5,459.3,6.3,22.9,5.2,1.8,31.516666666666666,33.11666666666667,18.091666666666665,31.983333333333334,0.5656591974986972,215.84166666666667,1.9500000000000002,41.73333333333334,233.88333333333333,5.604233226837059,-14.633333333333333,73.21666666666667,449.61666666666673,6.140905986797178,22.416666666666668,5.466666666666668,1.3
G15T22016,https://www.sports-reference.com/cfb/schools/miami-oh/2016.html,Miami (OH),12,MAC (East Division),6,0.5,-6.79,-5.87,18.3,31.4,58.3,208.8,1.2,353.4,5.3,20.1,4.7,1.6,23.36666666666667,24.36666666666667,15.825000000000001,27.208333333333332,0.5816232771822359,227.89999999999998,2.1083333333333334,37.5,134.03333333333333,3.574222222222222,-13.408333333333333,64.375,361.93333333333334,5.622265372168285,19.125,7.116666666666666,1.4583333333333333
G16T12016,https://www.sports-reference.com/cfb/schools/north-carolina-state/2016.html,North Carolina State,12,ACC (Atlantic Division),6,0.5,7.49,3.49,21.2,36.2,58.5,244.2,1.2,353.5,5.1,19.1,6.0,1.7,25.833333333333332,23.283333333333335,20.299999999999997,33.925000000000004,0.5983787767133381,262.625,1.375,39.449999999999996,157.46666666666667,3.991550485847064,-9.799999999999999,72.95833333333333,420.09166666666664,5.7579668760708165,21.86666666666667,6.416666666666667,1.5416666666666667
G16T22016,https://www.sports-reference.com/cfb/schools/vanderbilt/2016.html,Vanderbilt,12,SEC (East Division),6,0.5,3.21,3.06,20.8,34.1,61.2,244.6,1.5,408.2,5.9,20.5,6.2,1.5,23.5,22.583333333333332,15.966666666666667,28.99166666666667,0.5507329692440356,193.96666666666667,0.7583333333333333,37.550000000000004,165.20833333333334,4.399689303151353,-10.833333333333334,67.45833333333333,359.17499999999995,5.324397776405188,19.625,5.300000000000001,1.05
G17T12016,https://www.sports-reference.com/cfb/schools/army/2016.html,Army,12,Ind,7,0.5833333333333334,-2.41,-6.41,14.7,26.0,56.5,170.2,1.1,291.5,5.1,14.5,6.2,1.7,29.224999999999998,18.86666666666667,4.383333333333334,9.958333333333334,0.4401673640167364,76.18333333333334,0.5416666666666666,65.20833333333333,327.81666666666666,5.027220447284345,-36.291666666666664,69.41666666666667,404.0,5.819927971188475,21.783333333333335,4.866666666666666,1.9749999999999999
G17T22016,https://www.sports-reference.com/cfb/schools/north-texas/2016.html,North Texas,12,CUSA (West Division),5,0.4166666666666667,-10.32,-4.56,14.0,27.2,51.4,200.2,1.5,440.2,6.1,21.8,7.1,1.7,24.283333333333335,32.15,19.525000000000002,34.041666666666664,0.5735618115055081,199.49166666666667,1.05,32.199999999999996,136.625,4.243012422360249,-6.05,67.325,336.11666666666673,4.992449560589183,18.458333333333332,7.625,1.5666666666666667
G18T12016,https://www.sports-reference.com/cfb/schools/baylor/2016.html,Baylor,12,Big 12,6,0.5,3.01,0.39,17.4,31.7,54.9,230.2,1.3,430.8,5.4,22.3,5.9,1.7,34.9,30.416666666666668,20.00833333333333,36.641666666666666,0.5460541278144189,273.05833333333334,2.4583333333333335,48.99166666666667,250.28333333333333,5.108691954414016,-9.608333333333333,85.38333333333334,523.3416666666667,6.129318758539918,24.99166666666667,9.808333333333335,2.191666666666667
G18T22016,https://www.sports-reference.com/cfb/schools/boise-state/2016.html,Boise State,12,MWC (Mountain Division),10,0.8333333333333334,8.01,-0.91,20.6,33.8,60.9,213.0,1.5,389.2,5.2,21.4,7.6,0.7,35.61666666666667,22.658333333333335,18.458333333333332,29.549999999999997,0.6246474901297236,297.7416666666667,2.3000000000000003,36.80833333333333,182.125,4.947928458229568,-4.533333333333333,67.55,479.86666666666673,7.1038736738218615,22.941666666666666,4.408333333333333,1.2666666666666666
G19T12016,https://www.sports-reference.com/cfb/schools/minnesota/2016.html,Minnesota,12,Big Ten (West Division),8,0.6666666666666666,8.65,1.65,21.1,37.5,56.3,230.9,1.7,348.8,4.8,19.0,4.7,1.9,30.325000000000003,22.941666666666666,14.141666666666667,25.63333333333333,0.5516905071521457,177.31666666666663,0.6749999999999999,44.80833333333333,186.39999999999998,4.159940487260554,-9.683333333333332,68.8,363.71666666666664,5.286579457364341,19.383333333333333,6.533333333333332,1.3250000000000002
G19T22016,https://www.sports-reference.com/cfb/schools/washington-state/2016.html,Washington State,12,Pac-12 (North Division),8,0.6666666666666666,9.03,3.18,21.4,34.2,62.5,271.7,1.5,406.2,6.1,20.3,7.5,1.8,40.38333333333333,27.183333333333334,36.391666666666666,51.10833333333334,0.7120495679112994,370.7083333333333,3.2750000000000004,25.75833333333333,128.05,4.971206729213848,-1.2999999999999998,79.19999999999999,498.75833333333327,6.297453703703704,27.049999999999997,7.9750000000000005,1.3250000000000002
G20T12016,https://www.sports-reference.com/cfb/schools/wake-forest/2016.html,Wake Forest,12,ACC (Atlantic Division),6,0.5,0.73,1.8,18.5,32.2,57.7,228.2,1.2,370.5,5.3,19.3,5.4,2.1,19.266666666666666,21.88333333333333,14.649999999999999,27.049999999999997,0.5415896487985212,159.25833333333333,0.5916666666666667,42.0,147.53333333333333,3.5126984126984127,-9.008333333333333,67.88333333333334,306.7916666666667,4.519396022587773,16.908333333333335,4.508333333333334,1.4583333333333333
G20T22016,https://www.sports-reference.com/cfb/schools/temple/2016.html,Temple,13,American (East Division),10,0.7692307692307693,8.96,-3.32,13.0,24.4,53.2,152.1,0.9,282.6,4.6,15.4,5.8,1.8,32.89230769230769,17.199999999999996,15.723076923076926,27.246153846153845,0.5770750988142294,225.2,1.5692307692307694,39.41538461538461,191.5076923076923,4.858704137392663,3.907692307692308,68.66153846153847,416.7076923076923,6.06901187542012,21.323076923076922,5.5076923076923086,1.3538461538461537
G21T12016,https://www.sports-reference.com/cfb/schools/kansas-state/2016.html,Kansas State,12,Big 12,8,0.6666666666666666,8.09,1.32,22.8,36.5,62.7,272.7,2.0,388.5,5.8,20.2,6.5,1.9,32.13333333333333,21.825000000000003,13.566666666666665,24.11666666666667,0.5625431928127158,153.83333333333334,0.7833333333333333,45.78333333333333,233.38333333333333,5.097560975609756,-14.916666666666666,68.14999999999999,387.21666666666664,5.6818292981169,21.766666666666666,6.366666666666666,0.9750000000000001
G21T22016,https://www.sports-reference.com/cfb/schools/texas-am/2016.html,Texas A&M,12,SEC (West Division),8,0.6666666666666666,8.77,3.77,20.9,35.5,58.9,250.0,1.2,441.8,5.5,23.5,6.3,1.8,35.36666666666667,23.791666666666668,18.733333333333334,35.108333333333334,0.5335865179207215,250.63333333333333,1.8083333333333333,36.300000000000004,217.45000000000002,5.9903581267217625,-9.616666666666667,73.075,468.0833333333333,6.405519443494127,21.316666666666666,6.050000000000001,1.5666666666666667
G22T12016,https://www.sports-reference.com/cfb/schools/miami-fl/2016.html,Miami (FL),12,ACC (Coastal Division),8,0.6666666666666666,13.36,2.82,20.2,34.3,58.7,213.8,1.3,346.8,4.8,18.8,7.1,1.5,34.574999999999996,18.875,19.88333333333333,32.699999999999996,0.6080530071355759,273.55,1.9416666666666667,33.458333333333336,157.70000000000002,4.713325031133251,-4.8,66.05,431.14166666666665,6.527504415846581,20.108333333333334,7.241666666666666,0.8666666666666667
G22T22016,https://www.sports-reference.com/cfb/schools/west-virginia/2016.html,West Virginia,12,Big 12,10,0.8333333333333334,9.57,2.03,20.8,36.8,56.7,257.7,1.6,425.9,5.6,21.9,7.3,1.9,32.63333333333333,23.416666666666668,19.383333333333333,31.958333333333332,0.6065189048239896,267.46666666666664,2.1666666666666665,45.71666666666667,239.51666666666668,5.239154210718191,-5.966666666666666,76.48333333333333,506.875,6.627260841141861,25.299999999999997,6.125,1.6500000000000001
G23T12016,https://www.sports-reference.com/cfb/schools/northwestern/2016.html,Northwestern,12,Big Ten (West Division),6,0.5,5.46,3.07,23.3,38.2,61.1,265.2,1.0,404.4,5.4,21.5,4.7,1.9,25.583333333333332,22.049999999999997,21.591666666666665,37.300000000000004,0.578865058087578,247.69166666666663,1.758333333333333,38.708333333333336,145.29999999999998,3.7537136706135623,-18.825,74.84166666666667,392.88333333333327,5.249526778755149,21.150000000000002,3.566666666666667,1.1333333333333333
G23T22016,https://www.sports-reference.com/cfb/schools/pittsburgh/2016.html,Pittsburgh,12,ACC (Coastal Division),8,0.6666666666666666,8.12,3.51,26.9,42.2,63.8,333.2,2.2,452.8,6.0,23.3,6.3,1.5,42.30833333333333,35.550000000000004,14.375,24.558333333333334,0.5853410247709535,217.75833333333333,2.216666666666667,42.75833333333333,229.77499999999998,5.373806275579809,-11.049999999999999,67.06666666666666,447.53333333333336,6.67296222664016,20.708333333333332,5.758333333333334,1.1833333333333333
G24T12016,https://www.sports-reference.com/cfb/schools/utah/2016.html,Utah,12,Pac-12 (South Division),8,0.6666666666666666,8.65,2.19,19.5,35.8,54.5,254.3,1.8,383.0,5.6,19.5,5.4,2.3,30.11666666666667,23.891666666666666,16.658333333333335,31.25833333333333,0.5329245534524129,216.92499999999998,1.3,45.449999999999996,210.5,4.631463146314632,-19.275000000000002,74.375,427.42499999999995,5.746890756302521,21.974999999999998,6.7250000000000005,1.7249999999999999
G24T22016,https://www.sports-reference.com/cfb/schools/indiana/2016.html,Indiana,12,Big Ten (East Division),6,0.5,1.38,2.69,16.8,32.1,52.5,219.7,1.3,380.1,5.1,19.5,6.8,1.8,25.950000000000003,27.299999999999997,20.63333333333333,34.69166666666667,0.5947633917847704,277.95,1.5666666666666667,41.19166666666667,155.13333333333333,3.766133926765122,-8.233333333333333,76.13333333333334,433.0833333333333,5.688485113835376,21.458333333333332,6.2749999999999995,2.1333333333333333
G25T12016,https://www.sports-reference.com/cfb/schools/oklahoma-state/2016.html,Oklahoma State,12,Big 12,9,0.75,11.16,1.7,20.2,33.2,61.0,252.8,1.7,446.3,5.9,22.6,5.3,1.9,38.65,28.041666666666668,22.674999999999997,36.03333333333333,0.6292784458834412,322.72499999999997,2.1333333333333333,38.199999999999996,169.5,4.4371727748691105,-13.041666666666666,73.45833333333333,492.22499999999997,6.700737379466818,23.674999999999997,5.324999999999999,1.1916666666666667
G25T22016,https://www.sports-reference.com/cfb/schools/colorado/2016.html,Colorado,13,Pac-12 (South Division),10,0.7692307692307693,12.18,5.54,16.7,33.6,49.7,193.1,1.3,342.9,4.9,17.6,5.8,1.9,32.87692307692308,20.446153846153848,20.492307692307694,33.15384615384615,0.6180974477958238,254.3846153846154,1.6153846153846154,45.53846153846154,193.27692307692308,4.244256756756757,-2.507692307692307,79.38461538461539,447.66153846153844,5.639147286821705,23.815384615384612,5.430769230769231,1.4307692307692306
G26T12016,https://www.sports-reference.com/cfb/schools/south-florida/2016.html,South Florida,12,American (East Division),10,0.8333333333333334,7.83,-2.7,23.3,39.0,59.8,285.5,1.6,482.2,5.8,25.1,4.6,2.0,43.61666666666667,30.983333333333334,16.825,27.125,0.6202764976958525,223.29999999999998,2.0,44.56666666666667,292.28333333333336,6.558339566192969,-13.433333333333332,70.46666666666667,515.5833333333334,7.316698202459793,23.025000000000002,6.516666666666667,1.241666666666667
G26T22016,https://www.sports-reference.com/cfb/schools/south-carolina/2016.html,South Carolina,12,SEC (East Division),6,0.5,-0.91,2.01,18.7,31.0,60.3,208.7,1.5,412.2,5.6,23.0,6.4,2.1,19.283333333333335,24.875,18.025000000000002,29.891666666666666,0.6030108725954838,198.46666666666667,0.7250000000000001,35.958333333333336,138.01666666666668,3.838238702201622,-5.958333333333333,66.70833333333333,336.375,5.042473454091193,17.791666666666668,5.166666666666667,1.2083333333333333
G27T12016,https://www.sports-reference.com/cfb/schools/virginia-tech/2016.html,Virginia Tech,13,ACC (Coastal Division),9,0.6923076923076923,11.0,2.43,15.4,30.8,50.1,200.2,1.3,340.7,5.0,17.3,8.1,1.8,35.0,22.707692307692305,19.815384615384612,31.953846153846158,0.6201251805488684,263.3538461538461,2.2153846153846155,46.276923076923076,184.96923076923076,3.997007978723404,-11.03076923076923,77.58461538461539,448.2153846153846,5.777116795558199,23.415384615384617,5.184615384615384,1.8923076923076922
G27T22016,https://www.sports-reference.com/cfb/schools/arkansas/2016.html,Arkansas,12,SEC (West Division),7,0.5833333333333334,4.35,4.35,16.8,28.5,58.9,221.2,0.9,427.5,6.8,19.2,4.4,1.6,30.825000000000003,30.775000000000002,19.083333333333332,31.216666666666665,0.611318739989322,263.05,2.0,40.425000000000004,175.10000000000002,4.3314780457637605,-1.2666666666666666,71.39166666666667,438.0416666666667,6.135753472627525,22.825000000000003,5.716666666666668,1.7249999999999999
G28T12016,https://www.sports-reference.com/cfb/schools/air-force/2016.html,Air Force,12,MWC (Mountain Division),9,0.75,4.09,-4.53,15.5,29.5,52.5,251.8,1.8,366.0,5.8,17.5,5.4,1.8,34.38333333333333,26.63333333333333,5.050000000000001,11.625,0.43440860215053767,128.78333333333333,1.1083333333333334,67.63333333333334,323.29999999999995,4.780187284376539,-18.166666666666668,75.2,451.97499999999997,6.010305851063829,23.13333333333333,5.216666666666668,1.4083333333333334
G28T22016,https://www.sports-reference.com/cfb/schools/south-alabama/2016.html,South Alabama,12,Sun Belt,6,0.5,-5.8,-5.26,14.5,24.1,60.1,174.6,1.1,390.2,5.7,22.5,5.7,1.5,25.766666666666666,25.5,18.558333333333334,32.391666666666666,0.5729354257782352,243.70000000000002,1.2166666666666666,36.94166666666667,152.06666666666666,4.116399729302954,-3.608333333333333,69.75,395.76666666666665,5.674074074074074,19.825,7.483333333333333,1.5916666666666666
G29T12016,https://www.sports-reference.com/cfb/schools/florida-state/2016.html,Florida State,12,ACC (Atlantic Division),9,0.75,15.01,6.16,17.2,31.1,55.4,221.1,1.4,349.1,5.3,18.8,6.6,1.8,35.275,24.416666666666668,19.616666666666667,32.85,0.5971588026382547,267.60833333333335,1.7833333333333334,40.86666666666667,206.74166666666667,5.058931484502447,-9.708333333333334,73.05,474.34999999999997,6.493497604380561,25.50833333333333,7.758333333333334,1.4583333333333333
G29T22016,https://www.sports-reference.com/cfb/schools/michigan/2016.html,Michigan,12,Big Ten (East Division),10,0.8333333333333334,17.56,4.79,11.0,25.2,43.6,142.5,0.8,261.8,4.2,14.3,5.4,1.5,40.99166666666667,12.524999999999999,17.208333333333332,27.708333333333332,0.6210526315789473,216.08333333333334,1.5416666666666667,44.39166666666666,223.65833333333333,5.0382954758776055,-3.9499999999999997,72.26666666666667,439.74166666666673,6.084986162361624,22.283333333333335,4.866666666666666,0.8916666666666667
G30T12016,https://www.sports-reference.com/cfb/schools/georgia/2016.html,Georgia,12,SEC (East Division),7,0.5833333333333334,3.64,2.56,15.4,26.1,59.0,183.8,1.1,327.5,5.3,16.0,5.0,2.1,23.958333333333332,24.083333333333332,16.658333333333335,30.424999999999997,0.5475212270610793,195.95833333333334,1.1333333333333333,42.449999999999996,186.54166666666666,4.394385551629368,-19.400000000000002,71.125,382.39166666666665,5.376332747510252,20.358333333333334,5.591666666666668,1.5416666666666667
G30T22016,https://www.sports-reference.com/cfb/schools/texas-christian/2016.html,Texas Christian,12,Big 12,6,0.5,2.62,1.47,18.8,32.9,57.0,238.9,1.5,426.9,5.5,21.1,5.9,1.2,31.666666666666668,27.75,23.091666666666665,39.59166666666667,0.5832456324984213,278.3833333333333,1.3499999999999999,38.291666666666664,196.66666666666666,5.13601741022851,-12.091666666666667,76.96666666666667,475.04999999999995,6.172152446946729,23.283333333333335,7.199999999999999,1.4583333333333333
G31T12016,https://www.sports-reference.com/cfb/schools/stanford/2016.html,Stanford,12,Pac-12 (North Division),9,0.75,12.54,5.23,18.4,33.6,54.7,223.6,1.4,369.4,5.4,19.5,6.7,1.5,26.408333333333335,20.183333333333334,14.200000000000001,23.958333333333332,0.5926956521739131,158.54999999999998,1.2166666666666666,42.050000000000004,215.55833333333337,5.126238604835514,-9.125,63.81666666666667,374.10833333333335,5.862235570645077,18.275000000000002,6.041666666666667,1.5166666666666666
G31T22016,https://www.sports-reference.com/cfb/schools/north-carolina/2016.html,North Carolina,12,ACC (Coastal Division),8,0.6666666666666666,8.25,1.79,14.1,25.2,55.8,180.8,0.8,408.1,5.4,21.9,7.2,1.1,33.074999999999996,24.891666666666666,24.191666666666666,34.99166666666667,0.691355084543939,294.3,2.3249999999999997,30.11666666666667,148.11666666666667,4.918096292197011,-8.1,65.38333333333334,442.4166666666667,6.766505225592658,21.450000000000003,7.6499999999999995,1.05
G32T12016,https://www.sports-reference.com/cfb/schools/tennessee/2016.html,Tennessee,12,SEC (East Division),8,0.6666666666666666,10.59,4.43,18.3,33.2,55.1,230.7,1.4,449.2,5.8,22.5,6.4,1.8,36.266666666666666,29.200000000000003,17.908333333333335,28.466666666666665,0.6290983606557378,234.125,2.3000000000000003,39.949999999999996,203.13333333333333,5.0846891948268675,-16.566666666666666,68.30833333333334,437.25833333333327,6.401244357691837,21.208333333333332,6.216666666666668,2.0833333333333335
G32T22016,https://www.sports-reference.com/cfb/schools/nebraska/2016.html,Nebraska,12,Big Ten (West Division),9,0.75,7.55,2.94,19.5,32.5,60.2,215.8,1.2,363.8,5.5,17.8,5.0,1.5,26.708333333333332,22.724999999999998,15.208333333333334,29.86666666666667,0.5092075892857142,207.92499999999998,1.3499999999999999,40.050000000000004,178.21666666666667,4.449854348730753,-3.133333333333333,70.97500000000001,386.14166666666665,5.440530703299283,20.708333333333332,5.699999999999999,1.1083333333333334
G33T12016,https://www.sports-reference.com/cfb/schools/alabama/2016.html,Alabama,14,SEC (West Division),14,1.0,25.62,7.29,18.2,33.8,53.8,197.9,1.0,261.8,4.0,14.5,3.9,1.9,39.357142857142854,11.428571428571429,17.964285714285715,27.5,0.6532467532467533,214.25,1.75,43.357142857142854,246.71428571428572,5.690280065897859,-13.428571428571429,70.71428571428571,460.9642857142857,6.51868686868687,21.357142857142858,5.464285714285714,1.3928571428571428
G33T22016,https://www.sports-reference.com/cfb/schools/washington/2016.html,Washington,13,Pac-12 (North Division),12,0.9230769230769231,19.98,3.98,18.4,32.1,57.2,182.9,0.9,316.9,4.6,17.6,6.1,2.4,44.47692307692307,17.215384615384615,17.953846153846158,28.415384615384617,0.6318354087709801,267.1692307692308,3.5846153846153848,37.78461538461538,209.95384615384617,5.556596091205213,-1.5538461538461539,66.8923076923077,477.1230769230769,7.132704691812327,23.261538461538464,5.369230769230769,0.953846153846154
G34T12016,https://www.sports-reference.com/cfb/schools/clemson/2016.html,Clemson,14,ACC (Atlantic Division),13,0.9285714285714286,20.08,6.54,16.8,32.1,52.4,181.9,0.9,311.5,4.6,17.0,7.9,1.8,39.5,17.071428571428573,27.535714285714285,40.82142857142857,0.6745406824146982,327.75,3.0,38.035714285714285,175.96428571428572,4.626291079812207,-4.357142857142857,80.03571428571429,503.82142857142856,6.29495760821062,26.607142857142858,6.535714285714286,1.8928571428571428
G34T22016,https://www.sports-reference.com/cfb/schools/ohio-state/2016.html,Ohio State,12,Big Ten (East Division),11,0.9166666666666666,18.82,6.59,15.1,30.8,48.9,172.2,0.8,300.2,4.4,15.4,4.5,2.1,42.68333333333333,14.208333333333334,19.650000000000002,31.375,0.6262948207171315,221.14166666666668,2.1666666666666665,45.78333333333333,258.3,5.64179104477612,-4.625,77.99166666666666,479.54999999999995,6.148733839085373,25.25,6.158333333333332,0.7250000000000001
G35T12016,https://www.sports-reference.com/cfb/schools/georgia-tech/2016.html,Georgia Tech,12,ACC (Coastal Division),8,0.6666666666666666,7.13,2.9,20.8,33.4,62.2,229.4,1.1,401.6,5.8,21.6,5.1,1.5,27.799999999999997,25.041666666666668,6.433333333333334,12.049999999999999,0.5338865836791149,131.21666666666667,0.7583333333333333,49.75,257.44166666666666,5.174706867671691,-19.349999999999998,58.71666666666667,388.54999999999995,6.617371558330967,17.533333333333335,4.1000000000000005,1.3
G35T22016,https://www.sports-reference.com/cfb/schools/kentucky/2016.html,Kentucky,12,SEC (East Division),7,0.5833333333333334,2.3,2.76,15.5,27.1,57.4,206.1,1.5,436.8,6.1,22.7,6.5,1.6,31.0,31.158333333333335,12.608333333333333,23.166666666666668,0.5442446043165468,187.02499999999998,1.3250000000000002,43.85833333333334,241.29999999999998,5.501805054151623,-9.924999999999999,66.85833333333333,428.21666666666664,6.404836096223358,20.0,5.0249999999999995,2.3000000000000003
G36T12016,https://www.sports-reference.com/cfb/schools/louisiana-state/2016.html,Louisiana State,11,SEC (West Division),7,0.6363636363636364,15.93,5.85,16.2,30.3,53.3,197.2,0.8,314.4,4.8,16.0,5.3,1.4,28.236363636363638,16.41818181818182,14.363636363636363,24.41818181818182,0.588235294117647,187.65454545454543,0.9090909090909091,39.03636363636364,238.2,6.102002794597111,-13.363636363636363,62.36363636363637,425.8545454545454,6.828571428571427,19.563636363636366,4.872727272727272,1.436363636363636
G36T22016,https://www.sports-reference.com/cfb/schools/louisville/2016.html,Louisville,12,ACC (Atlantic Division),9,0.75,11.87,2.1,17.2,31.6,54.5,207.1,2.2,322.2,4.7,17.5,5.9,1.9,45.291666666666664,23.36666666666667,19.858333333333334,34.041666666666664,0.5833537331701347,301.9583333333333,2.7083333333333335,41.51666666666666,256.8,6.185467683661182,-2.5500000000000003,74.89166666666667,558.7583333333333,7.460887949260043,26.166666666666668,7.783333333333332,2.625
G37T12016,https://www.sports-reference.com/cfb/schools/florida/2016.html,Florida,12,SEC (East Division),8,0.6666666666666666,10.98,4.75,11.4,25.2,45.1,148.5,0.6,293.0,4.7,15.8,4.3,1.8,23.391666666666666,17.95,18.875,32.041666666666664,0.5890767230169052,215.28333333333333,1.3499999999999999,35.61666666666667,129.79999999999998,3.6443612540945245,-8.216666666666667,67.075,345.0833333333333,5.144738476829419,18.691666666666666,6.699999999999999,1.6749999999999998
G37T22016,https://www.sports-reference.com/cfb/schools/iowa/2016.html,Iowa,12,Big Ten (West Division),8,0.6666666666666666,6.8,2.11,15.5,30.8,50.4,201.4,1.4,351.2,5.1,18.2,5.2,1.4,26.724999999999998,17.866666666666667,14.041666666666666,23.783333333333335,0.5903994393833216,161.38333333333333,1.4083333333333334,39.81666666666667,171.86666666666667,4.316450397655923,-12.299999999999999,62.291666666666664,333.25,5.349832775919733,16.925,5.333333333333333,0.7250000000000001
