,Link,Team,g,Conference,total_wins,win_percentage,srs,sos,opp_pass_cmp,opp_pass_att,opp_pass_cmp_pct,opp_pass_yds,opp_pass_td,opp_tot_yds,opp_tot_yds_per_play,opp_first_down,opp_penalty,opp_turnovers,ppg,oppg,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,rush_att,rush_yds,rush_yds_per_att,rush_td,tot_plays,tot_yds,tot_yds_per_play,first_down,penalty,turnovers
G38T12016,https://www.sports-reference.com/cfb/schools/oklahoma/2016.html,Oklahoma,12,Big 12,10,0.8333333333333334,14.98,3.59,20.8,38.1,54.7,269.4,2.2,432.0,5.9,21.2,6.7,1.3,44.64166666666666,29.61666666666667,20.950000000000003,29.625,0.7071729957805908,319.8333333333333,3.408333333333333,45.333333333333336,237.53333333333333,5.239705882352941,-16.508333333333333,73.70833333333333,557.3666666666667,7.561786319954777,25.075000000000003,4.691666666666666,1.4083333333333334
G38T22016,https://www.sports-reference.com/cfb/schools/auburn/2016.html,Auburn,12,SEC (West Division),8,0.6666666666666666,11.97,5.51,20.8,35.8,57.9,229.2,1.1,361.9,5.1,19.2,6.1,1.3,32.21666666666666,15.608333333333334,13.758333333333333,21.691666666666666,0.6342681521321551,170.79166666666666,0.8916666666666667,51.48333333333334,278.4916666666667,5.4093557785691155,-12.708333333333334,71.59166666666667,449.28333333333336,6.275637294843441,21.891666666666666,4.591666666666667,1.1083333333333334
G39T12016,https://www.sports-reference.com/cfb/schools/southern-california/2016.html,Southern California,12,Pac-12 (South Division),9,0.75,17.27,7.04,19.2,33.8,56.9,227.5,1.8,367.2,5.4,19.1,4.8,1.5,32.93333333333333,22.13333333333333,22.599999999999998,34.06666666666667,0.6634050880626222,261.68333333333334,2.2916666666666665,37.31666666666667,207.69166666666663,5.565654309959802,-8.65,73.05,469.375,6.4253935660506505,24.11666666666667,7.3999999999999995,1.5416666666666667
G39T22016,https://www.sports-reference.com/cfb/schools/penn-state/2016.html,Penn State,13,Big Ten (East Division),11,0.8461538461538461,15.72,5.43,20.9,33.7,61.9,216.6,1.3,367.9,5.0,19.6,7.2,1.5,36.723076923076924,23.353846153846153,15.953846153846156,27.815384615384612,0.573561946902655,261.2153846153846,1.953846153846154,39.01538461538461,172.12307692307692,4.411671924290221,-13.646153846153847,66.52307692307693,433.33846153846156,6.514107308048104,20.199999999999996,4.7846153846153845,1.2769230769230768
G40T12016,https://www.sports-reference.com/cfb/schools/wisconsin/2016.html,Wisconsin,13,Big Ten (West Division),10,0.7692307692307693,15.3,5.3,16.4,31.1,52.5,202.6,0.9,301.4,4.9,16.4,4.4,2.0,28.738461538461536,15.569230769230769,14.507692307692308,23.800000000000004,0.6095669036845507,179.1846153846154,1.0,49.53846153846154,204.56923076923078,4.129503105590063,-11.784615384615384,71.49230769230768,383.6461538461539,5.366257800731656,20.476923076923075,3.276923076923077,1.1846153846153848
G40T22016,https://www.sports-reference.com/cfb/schools/western-michigan/2016.html,Western Michigan,13,MAC (West Division),13,1.0,12.03,-4.61,15.9,28.2,56.5,200.1,1.2,353.6,5.8,17.9,5.9,1.9,43.56923076923077,19.476923076923075,19.015384615384615,26.923076923076923,0.7062857142857143,259.73846153846154,2.5076923076923077,46.630769230769225,237.04615384615383,5.083470801715606,-6.661538461538461,73.32307692307691,496.6769230769231,6.773814519513221,25.753846153846155,5.1230769230769235,0.5692307692307692
G41T12016,https://www.sports-reference.com/cfb/schools/clemson/2016.html,Clemson,14,ACC (Atlantic Division),13,0.9285714285714286,20.08,6.54,16.8,32.1,52.4,181.9,0.9,311.5,4.6,17.0,7.9,1.8,39.5,17.071428571428573,27.535714285714285,40.82142857142857,0.6745406824146982,327.75,3.0,38.035714285714285,175.96428571428572,4.626291079812207,-4.357142857142857,80.03571428571429,503.82142857142856,6.29495760821062,26.607142857142858,6.535714285714286,1.8928571428571428
G41T22016,https://www.sports-reference.com/cfb/schools/alabama/2016.html,Alabama,14,SEC (West Division),14,1.0,25.62,7.29,18.2,33.8,53.8,197.9,1.0,261.8,4.0,14.5,3.9,1.9,39.357142857142854,11.428571428571429,17.964285714285715,27.5,0.6532467532467533,214.25,1.75,43.357142857142854,246.71428571428572,5.690280065897859,-13.428571428571429,70.71428571428571,460.9642857142857,6.51868686868687,21.357142857142858,5.464285714285714,1.3928571428571428
G1T12015,https://www.sports-reference.com/cfb/schools/appalachian-state/2015.html,Appalachian State,12,Sun Belt,10,0.8333333333333334,5.05,-7.34,17.2,28.7,59.8,182.9,0.8,314.5,4.7,17.2,6.1,1.8,37.175000000000004,18.275000000000002,13.649999999999999,22.316666666666666,0.6116504854368932,199.94166666666663,2.5416666666666665,48.53333333333333,269.6333333333333,5.555631868131869,-23.191666666666666,68.93333333333334,469.57500000000005,6.812016441005803,22.158333333333335,6.291666666666667,1.5916666666666666
G1T22015,https://www.sports-reference.com/cfb/schools/ohio/2015.html,Ohio,12,MAC (East Division),8,0.6666666666666666,-0.46,-3.69,19.3,32.5,59.3,209.5,1.2,377.7,5.7,19.2,7.5,1.7,27.375,24.825000000000003,18.791666666666668,31.38333333333333,0.5987785448751992,238.45000000000002,1.4083333333333334,43.083333333333336,187.05833333333337,4.3417794970986465,-7.183333333333334,73.88333333333334,425.50833333333327,5.759192420482742,22.36666666666667,7.0,1.1583333333333334
G2T12015,https://www.sports-reference.com/cfb/schools/arizona/2015.html,Arizona,12,Pac-12 (South Division),6,0.5,1.27,1.12,21.2,34.1,62.3,268.2,2.1,466.7,5.9,23.1,7.3,1.2,36.766666666666666,35.699999999999996,21.666666666666668,36.78333333333333,0.5890348889895787,267.25,2.1083333333333334,41.76666666666666,226.86666666666667,5.431763766959299,-11.9,77.88333333333334,494.11666666666673,6.3443184249946505,24.958333333333332,5.841666666666668,1.4583333333333333
G2T22015,https://www.sports-reference.com/cfb/schools/new-mexico/2015.html,New Mexico,12,MWC (Mountain Division),7,0.5833333333333334,-6.61,-5.84,16.9,29.2,58.0,244.7,1.8,437.4,6.1,22.2,5.2,1.9,29.308333333333334,27.016666666666666,8.916666666666666,17.233333333333334,0.5174081237911025,129.85,0.4583333333333333,51.25,249.125,4.860975609756098,-23.116666666666664,64.56666666666666,378.97499999999997,5.8695147134744445,17.525000000000002,6.699999999999999,1.4833333333333334
G3T12015,https://www.sports-reference.com/cfb/schools/louisiana-tech/2015.html,Louisiana Tech,12,CUSA (West Division),8,0.6666666666666666,1.83,-5.94,22.2,37.2,59.7,256.5,1.8,377.3,5.3,20.2,6.7,1.7,36.708333333333336,26.700000000000003,22.424999999999997,36.59166666666667,0.612844454566158,311.31666666666666,2.1333333333333333,32.800000000000004,154.03333333333333,4.696138211382113,-16.808333333333334,69.55833333333334,465.4583333333333,6.691625733796573,23.61666666666667,4.875,1.7333333333333334
G3T22015,https://www.sports-reference.com/cfb/schools/arkansas-state/2015.html,Arkansas State,12,Sun Belt,9,0.75,0.74,-6.26,20.5,37.9,54.0,267.8,2.0,420.8,5.8,19.6,7.2,2.6,41.0,28.799999999999997,15.975000000000001,28.025000000000002,0.5700267618198037,212.29999999999998,1.9500000000000002,48.28333333333333,236.69166666666663,4.902140144977563,-11.825000000000001,75.36666666666666,448.88333333333327,5.955992923485184,22.24166666666667,8.183333333333334,1.9166666666666667
G4T12015,https://www.sports-reference.com/cfb/schools/san-jose-state/2015.html,San Jose State,12,MWC (West Division),5,0.4166666666666667,-4.98,-4.37,13.5,24.5,54.9,157.8,1.2,358.5,5.6,18.5,4.6,0.9,27.974999999999998,28.13333333333333,21.158333333333335,31.025000000000002,0.6819769003491808,232.75833333333333,1.6500000000000001,42.61666666666667,181.72500000000002,4.264176769651936,-14.466666666666667,70.72500000000001,414.48333333333335,5.860492517968657,21.950000000000003,4.3500000000000005,1.3250000000000002
G4T22015,https://www.sports-reference.com/cfb/schools/georgia-state/2015.html,Georgia State,12,Sun Belt,6,0.5,-7.61,-7.15,20.2,34.5,58.6,222.5,1.5,405.8,5.3,23.0,7.1,1.6,27.808333333333334,28.408333333333335,24.50833333333333,38.96666666666667,0.6289563729683488,346.55833333333334,2.216666666666667,31.49166666666667,103.05833333333334,3.2725588780100554,-0.6166666666666667,71.20833333333333,449.61666666666673,6.314101813926274,20.858333333333334,7.191666666666666,1.866666666666667
G5T12015,https://www.sports-reference.com/cfb/schools/utah/2015.html,Utah,12,Pac-12 (South Division),9,0.75,11.39,4.32,20.4,37.8,54.0,258.2,1.7,366.8,5.2,19.5,5.5,2.6,30.233333333333334,21.825000000000003,17.883333333333333,28.025000000000002,0.6381207255426702,188.86666666666667,1.3,46.224999999999994,187.96666666666667,4.066342166937083,-8.549999999999999,71.66666666666667,376.8333333333333,5.25813953488372,20.716666666666665,5.375,1.7333333333333334
G5T22015,https://www.sports-reference.com/cfb/schools/brigham-young/2015.html,Brigham Young,12,Ind,9,0.75,7.51,0.66,17.4,31.3,55.5,202.3,0.9,345.7,4.9,18.8,6.6,1.7,34.175000000000004,21.783333333333335,23.049999999999997,37.36666666666667,0.6168599464763603,294.9583333333333,2.0,29.783333333333335,133.07500000000002,4.468102965864578,-3.533333333333333,69.625,428.03333333333336,6.147695990424896,21.025000000000002,6.541666666666667,1.2083333333333333
G6T12015,https://www.sports-reference.com/cfb/schools/western-kentucky/2015.html,Western Kentucky,13,CUSA (East Division),11,0.8461538461538461,9.62,-4.02,18.1,33.6,53.7,239.2,2.0,403.6,5.7,20.6,5.3,2.2,44.24615384615384,25.199999999999996,28.12307692307692,39.107692307692304,0.7191188040912667,365.3692307692308,3.646153846153846,32.10769230769231,154.87692307692308,4.823670340201246,-9.353846153846153,72.1076923076923,520.3538461538461,7.216343076594836,24.738461538461536,5.661538461538462,1.1384615384615384
G6T22015,https://www.sports-reference.com/cfb/schools/south-florida/2015.html,South Florida,12,American (East Division),8,0.6666666666666666,5.88,-0.74,19.3,34.5,56.0,239.1,1.2,380.5,5.2,19.4,6.2,1.9,33.483333333333334,21.058333333333334,13.483333333333333,22.083333333333332,0.610566037735849,184.90833333333333,2.0,46.675000000000004,243.74166666666667,5.2221031958578825,-21.78333333333333,67.84166666666667,428.65000000000003,6.318388404372928,19.658333333333335,5.858333333333333,1.3
G7T12015,https://www.sports-reference.com/cfb/schools/akron/2015.html,Akron,12,MAC (East Division),7,0.5833333333333334,-0.37,-4.44,21.7,36.8,59.0,238.2,1.8,331.2,4.8,19.1,7.5,2.2,23.974999999999998,21.541666666666668,14.133333333333333,28.375,0.49809104258443465,193.80833333333337,1.4333333333333333,42.13333333333333,170.63333333333333,4.049841772151899,-6.708333333333333,69.50833333333334,364.54999999999995,5.244694880709746,19.924999999999997,7.816666666666666,1.4333333333333333
G7T22015,https://www.sports-reference.com/cfb/schools/utah-state/2015.html,Utah State,12,MWC (Mountain Division),6,0.5,-1.23,-1.92,14.0,26.0,53.8,180.5,1.2,332.5,4.9,17.6,6.0,1.6,29.666666666666668,27.00833333333333,16.733333333333334,29.833333333333332,0.5608938547486034,202.54999999999998,1.4833333333333334,36.333333333333336,167.94166666666663,4.6222477064220175,-9.075000000000001,67.5,370.38333333333327,5.48716049382716,19.183333333333334,6.266666666666667,1.7000000000000002
G8T12015,https://www.sports-reference.com/cfb/schools/toledo/2015.html,Toledo,11,MAC (West Division),9,0.8181818181818182,10.16,-1.5,23.0,39.4,58.4,258.7,1.3,375.3,5.1,20.5,7.8,1.8,32.32727272727272,19.4,19.236363636363638,34.78181818181818,0.5530580240460011,250.0909090909091,2.0,41.98181818181818,213.70909090909092,5.090515374621049,-11.345454545454546,76.4,463.79999999999995,6.0706806282722505,22.69090909090909,7.909090909090909,1.3090909090909089
G8T22015,https://www.sports-reference.com/cfb/schools/temple/2015.html,Temple,13,American (East Division),10,0.7692307692307693,6.45,-1.63,19.2,33.4,57.6,208.8,0.9,336.8,5.0,17.1,7.4,1.6,30.784615384615385,19.184615384615388,17.400000000000002,30.476923076923075,0.5709237758707725,215.43076923076922,1.5076923076923074,36.61538461538461,153.70769230769233,4.197899159663867,-5.676923076923076,67.78461538461538,369.13846153846157,5.445755787562416,19.276923076923076,5.938461538461539,1.4307692307692306
G9T12015,https://www.sports-reference.com/cfb/schools/boise-state/2015.html,Boise State,12,MWC (Mountain Division),8,0.6666666666666666,6.03,-4.66,16.9,31.6,53.5,210.1,1.1,318.3,4.9,15.8,7.2,2.4,37.775,21.299999999999997,25.316666666666666,40.324999999999996,0.6278156643934698,304.30833333333334,1.7000000000000002,42.708333333333336,184.26666666666668,4.314536585365854,-20.05,81.69999999999999,488.57500000000005,5.980110159118729,25.791666666666668,6.158333333333332,1.6749999999999998
G9T22015,https://www.sports-reference.com/cfb/schools/northern-illinois/2015.html,Northern Illinois,13,MAC (West Division),8,0.6153846153846154,1.55,-1.95,21.4,37.0,57.7,243.6,1.6,418.4,5.2,22.6,5.6,2.1,32.95384615384616,25.492307692307694,17.87692307692308,29.507692307692306,0.6058394160583943,221.5076923076923,1.7230769230769232,47.815384615384616,205.1076923076923,4.289575289575289,2.7538461538461543,76.63076923076923,426.723076923077,5.568560530014054,21.323076923076922,5.861538461538462,1.8153846153846152
G10T12015,https://www.sports-reference.com/cfb/schools/georgia-southern/2015.html,Georgia Southern,12,Sun Belt,8,0.6666666666666666,5.27,-5.42,15.4,28.1,54.8,207.2,1.7,336.6,5.5,16.8,4.8,2.1,34.708333333333336,23.208333333333332,4.541666666666667,10.708333333333334,0.42412451361867703,61.849999999999994,0.24166666666666667,59.675000000000004,355.0416666666667,5.94958804636224,-33.11666666666667,65.38333333333334,416.89166666666665,6.376115217945449,18.633333333333333,5.216666666666668,1.7333333333333334
G10T22015,https://www.sports-reference.com/cfb/schools/bowling-green-state/2015.html,Bowling Green State,13,MAC (East Division),10,0.7692307692307693,8.09,-0.34,20.7,35.1,58.9,235.4,1.4,418.4,5.4,23.4,6.4,1.9,43.369230769230775,26.66153846153846,29.43076923076923,43.04615384615385,0.6837026447462472,376.09230769230766,3.430769230769231,39.06153846153847,184.92307692307693,4.734147302087435,-6.338461538461539,82.49230769230768,561.0153846153845,6.800820589332338,28.784615384615385,8.93846153846154,1.0307692307692309
G11T12015,https://www.sports-reference.com/cfb/schools/san-diego-state/2015.html,San Diego State,13,MWC (West Division),10,0.7692307692307693,6.26,-6.02,14.6,27.2,53.5,178.6,1.0,287.3,4.7,15.7,5.3,2.4,31.33846153846154,17.12307692307692,10.184615384615386,18.353846153846153,0.5549036043587595,143.0,1.1384615384615384,51.092307692307685,235.32307692307694,4.6058416139716964,-13.446153846153846,66.36923076923077,378.3230769230769,5.7002781641168285,18.33846153846154,6.584615384615385,0.9692307692307692
G11T22015,https://www.sports-reference.com/cfb/schools/cincinnati/2015.html,Cincinnati,12,American (East Division),7,0.5833333333333334,1.19,-0.65,18.2,31.5,57.7,216.5,1.8,408.6,5.8,20.3,6.3,1.1,36.03333333333333,30.299999999999997,26.799999999999997,43.025000000000006,0.6228936664729807,373.05833333333334,2.3833333333333333,40.099999999999994,186.30833333333337,4.64609310058188,-4.358333333333333,83.04166666666667,559.3666666666667,6.735975915704967,29.625,7.833333333333333,2.4583333333333335
G12T12015,https://www.sports-reference.com/cfb/schools/western-michigan/2015.html,Western Michigan,12,MAC (West Division),7,0.5833333333333334,4.76,-0.08,17.4,31.1,55.9,232.6,1.8,413.7,6.3,19.8,5.5,1.4,35.25,28.075000000000003,21.166666666666668,31.441666666666666,0.6732043466737345,283.44166666666666,2.3249999999999997,41.625,197.17499999999998,4.736936936936937,-21.116666666666667,71.79166666666667,480.61666666666673,6.694602437608823,24.174999999999997,5.966666666666668,1.3250000000000002
G12T22015,https://www.sports-reference.com/cfb/schools/middle-tennessee-state/2015.html,Middle Tennessee State,12,CUSA (East Division),7,0.5833333333333334,-2.71,-4.09,21.8,36.9,59.2,253.2,1.6,407.5,5.5,20.1,6.2,1.9,34.25,25.066666666666666,25.566666666666666,38.458333333333336,0.6647887323943662,309.45,2.35,38.78333333333333,154.54166666666666,3.984744305973356,-7.633333333333333,78.21666666666667,463.99166666666673,5.93213296398892,23.74166666666667,4.783333333333333,2.216666666666667
G13T12015,https://www.sports-reference.com/cfb/schools/duke/2015.html,Duke,12,ACC (Coastal Division),7,0.5833333333333334,2.94,-0.75,17.2,31.0,55.3,240.9,1.8,394.7,5.4,20.2,6.6,1.5,30.458333333333332,24.099999999999998,23.066666666666666,39.13333333333333,0.5894378194207837,253.35000000000002,1.4333333333333333,40.324999999999996,178.0,4.414135151890887,-29.025000000000002,78.95833333333333,431.34999999999997,5.463007915567283,23.86666666666667,5.541666666666667,1.4833333333333334
G13T22015,https://www.sports-reference.com/cfb/schools/indiana/2015.html,Indiana,12,Big Ten (East Division),6,0.5,2.26,3.03,25.2,42.4,59.5,313.8,2.2,509.5,6.4,25.1,6.4,1.7,36.125,37.06666666666667,20.091666666666665,34.125,0.5887667887667887,285.8666666666667,2.025,44.958333333333336,204.875,4.556997219647822,-20.891666666666666,79.5,490.74166666666673,6.172851153039833,25.308333333333334,7.0,0.9416666666666668
G14T12015,https://www.sports-reference.com/cfb/schools/marshall/2015.html,Marshall,12,CUSA (East Division),9,0.75,1.84,-8.23,17.3,34.8,49.8,192.6,1.1,360.8,4.7,20.8,6.0,2.2,32.575,18.45,21.049999999999997,36.21666666666667,0.5812241141279336,232.84166666666667,1.9749999999999999,38.275,168.50833333333333,4.402569126932288,-12.625,74.075,401.34999999999997,5.418157273034087,21.400000000000002,7.25,1.866666666666667
G14T22015,https://www.sports-reference.com/cfb/schools/connecticut/2015.html,Connecticut,12,American (East Division),6,0.5,-3.44,-1.37,18.1,30.8,58.6,189.3,1.0,355.1,5.2,18.5,5.0,1.9,17.8,19.791666666666668,15.958333333333334,27.075000000000003,0.5894121268082486,193.79166666666666,0.8666666666666667,38.34166666666667,124.61666666666666,3.2501630080417296,-9.391666666666667,64.08333333333333,318.40833333333336,4.968660598179454,16.625,5.925000000000001,1.2166666666666666
G15T12015,https://www.sports-reference.com/cfb/schools/nebraska/2015.html,Nebraska,12,Big Ten (West Division),5,0.4166666666666667,6.56,3.94,22.5,38.8,57.8,290.5,1.9,400.4,5.9,18.9,6.5,1.2,32.449999999999996,27.700000000000003,20.341666666666665,36.550000000000004,0.5565435476516187,274.64166666666665,2.191666666666667,39.800000000000004,167.83333333333334,4.216917922948073,-25.21666666666667,72.76666666666667,442.47499999999997,6.0807375171781946,22.11666666666667,7.300000000000001,2.191666666666667
G15T22015,https://www.sports-reference.com/cfb/schools/ucla/2015.html,UCLA,12,Pac-12 (South Division),8,0.6666666666666666,8.73,4.27,20.1,35.2,57.1,203.2,1.4,401.6,5.0,23.6,5.9,1.5,32.46666666666667,25.083333333333332,22.858333333333334,39.050000000000004,0.5853606487409304,286.39166666666665,1.7000000000000002,34.93333333333333,185.95000000000002,5.322996183206108,-3.4166666666666665,76.06666666666666,472.45000000000005,6.210999123575812,23.608333333333334,8.408333333333333,1.4583333333333333
